AccNum,GeneName,txReads1,txRPKM1,cdReads1,cdRPKM1
NM_024913,CPED1,7.0,1.17334953369,6.0,1.73660300994
NM_001286139,SLC36A4,16.0,2.35405549079,3.0,2.4101233665
NM_003791,MBTPS1,126.0,25.6529569284,93.0,26.2527208108
NM_001293171,HOTS,0.0,-,0.0,-
NM_006325,RAN,284.0,99.4720201697,121.0,165.74688651
NM_003794,SNX4,41.0,14.4512140197,30.0,19.772630723
NM_001293172,LOC102724957,0.0,-,0.0,-
NM_006328,RBM14,0.0,-,0.0,-
NM_006329,FBLN5,4.0,1.35472183153,4.0,2.64809397359
NM_003799,RNMT,31.0,4.4237662048,14.0,8.72427605764
NM_001197181,TUBB3,447.0,218.296989916,304.0,238.426276398
NM_001080452,GPR108,49.0,21.0479463558,47.0,25.681400333
NM_001324446,ADAT1,33.0,5.06848196779,13.0,10.9159071496
NM_024917,TRMT2B,11.0,2.75771776825,6.0,3.53166592319
NM_000444,PHEX,1.0,0.144552706372,1.0,0.396331398047
NM_001080407,GLB1L3,0.0,-,0.0,-
NM_199129,TMEM189,0.0,-,0.0,-
NM_001349753,PDE8B,0.0,-,0.0,-
NM_001004462,OR10G4,0.0,-,0.0,-
NM_000449,RFX5,62.0,15.2814345018,37.0,17.8252776269
NM_001282583,MXRA8,1.0,0.326527149618,1.0,0.684904489713
NM_006391,IPO7,70.0,10.0811038747,54.0,15.4489139759
NM_032361,THOC3,15.0,8.35489361904,15.0,12.6668415569
NM_152677,ZSCAN4,0.0,-,0.0,-
NM_152670,TEX37,0.0,-,0.0,-
NM_032366,METTL26,34.0,35.2141137638,28.0,40.5998017512
NM_152672,SLC51A,0.0,-,0.0,-
NM_032364,DNAJC14,52.0,13.9251572287,43.0,18.181632414
NM_032368,LZIC,68.0,12.0794230879,20.0,31.1255024644
NM_152678,DENND6A,25.0,4.78609728213,13.0,6.34520711159
NM_152679,SLC10A4,2.0,0.842063876871,2.0,1.35729930838
NM_001307986,ST8SIA5,35.0,11.0520883839,17.0,12.2354124094
NM_001081442,LILRB5,0.0,-,0.0,-
NM_006392,NOP56,154.0,68.2209783524,141.0,70.440412342
NM_198243,ASB7,27.0,4.8513263009,10.0,9.31813631772
NM_001307983,ACMSD,0.0,-,0.0,-
NM_001307980,DNAJC4,5.0,3.32492783597,2.0,2.37798838828
NM_001442,FABP4,7.0,7.44894930697,7.0,15.6446604492
NM_003478,CUL5,32.0,4.49312874498,20.0,7.61199868208
NM_139284,LGI4,0.0,-,0.0,-
NM_001287005,SUSD3,0.0,-,0.0,-
NM_153022,TMEM52B,0.0,-,0.0,-
NM_001003693,LY6G6F,0.0,-,0.0,-
NM_001039715,DIO1,0.0,-,0.0,-
NM_001003690,MAD2L1BP,45.0,25.9395953796,35.0,33.8882710057
NM_001312909,FAM111A,25.0,5.44012716939,19.0,9.22830461139
NM_001003699,RREB1,30.0,3.06336532328,24.0,4.09292321563
NM_177977,HAP1,2.0,0.453353149774,2.0,0.958866285598
NM_152372,MYOM3,2.0,0.307498498485,2.0,0.41341939991
NM_014117,C16orf72,48.0,10.7574242245,28.0,30.1556498514
NM_004672,MAP3K6,38.0,7.79354520079,37.0,8.53234778573
NM_001319137,CTSH,8.0,3.27546609956,1.0,1.471527468
NM_199133,FAM173B,8.0,2.67089672963,5.0,6.35146471229
NM_001347928,IRF5,1.0,0.295867831986,0.0,-
NM_015575,GIGYF2,180.0,20.1752408508,133.0,30.4108130425
NM_018670,MESP1,0.0,-,0.0,-
NM_001319681,TCTN1,13.0,5.31287506548,5.0,3.62498229921
NM_001319138,GDF5,0.0,-,0.0,-
NM_018674,ASIC4,0.0,-,0.0,-
NM_018676,THSD1,17.0,4.52933252922,14.0,4.87863971805
NM_001142935,MXD3,3.0,1.00497255327,3.0,4.59662703921
NM_001142933,CHAT,0.0,-,0.0,-
NM_001142930,API5,36.0,8.51986285611,21.0,11.8899419414
NM_001040061,FOXL2NB,3.0,0.656499861796,0.0,-
NM_001278674,LINC00452,0.0,-,0.0,-
NM_001278677,ZNF254,10.0,2.06327081353,3.0,1.4406230139
NM_001323631,HAUS2,54.0,11.9400607148,11.0,23.0262960133
NM_001353432,ANKRD18B,5.0,1.23033339626,4.0,1.00591725393
NM_002444,MSN,176.0,39.5333082183,98.0,50.3985428313
NM_002447,MST1R,0.0,-,0.0,-
NM_002446,MAP3K10,13.0,3.37389213995,13.0,4.04631532038
NM_002441,MSH5,9.0,2.73169190281,5.0,1.77993142836
NM_002440,MSH4,1.0,0.272122565031,1.0,0.31723431007
NM_002443,MSMB,0.0,-,0.0,-
NM_002442,MSI1,4.0,1.19898574199,4.0,3.27546609956
NM_000989,RPL30,361.0,581.083353906,295.0,755.933808775
NM_031940,TM2D2,23.0,5.63310899449,15.0,25.9228385351
NM_002449,MSX2,3.0,1.21161093153,1.0,1.10913637513
NM_031947,SLC25A2,1.0,0.621425537008,1.0,0.984266717004
NM_014688,USP6NL,54.0,9.93281040898,33.0,11.8325718959
NM_014689,DOCK10,138.0,16.5604762607,133.0,18.0768436009
NM_005791,MPHOSPH10,27.0,9.68898689391,23.0,10.0245111676
NM_152374,C1orf216,71.0,21.5793936053,22.0,28.4324698599
NM_021571,CARD18,0.0,-,0.0,-
NM_004124,GMFB,47.0,10.1604958408,11.0,22.8652729643
NM_005795,CALCRL,30.0,4.34644506388,13.0,8.3641366471
NM_005797,MPZL2,0.0,-,0.0,-
NM_001178032,ZC4H2,17.0,5.09740281617,8.0,11.772219744
NM_004582,RABGGTB,110.0,64.7899742514,103.0,92.2186762022
NM_170725,PGBD2,9.0,2.96261011829,8.0,4.01009846253
NM_001244766,MOB1B,10.0,1.26006167247,2.0,2.67791485167
NM_031924,RSPH3,9.0,1.2232450557,6.0,3.17912886134
NM_002152,HRC,12.0,4.48865257855,11.0,4.67104861984
NM_000070,CAPN3,0.0,-,0.0,-
NM_020151,STARD7,294.0,77.5889966878,108.0,86.5305747758
NM_001301778,SS18L1,36.0,6.83184576331,14.0,15.6446604492
NM_033012,TNFSF11,0.0,-,0.0,-
NM_001101330,C1GALT1C1L,3.0,2.28652729643,3.0,2.82197989116
NM_033544,RCCD1,18.0,5.80101974012,12.0,9.46149226107
NM_033017,TRIM4,0.0,-,0.0,-
NM_033014,OGN,0.0,-,0.0,-
NM_033547,INTS4,29.0,8.21232890523,25.0,7.70872791845
NM_001101339,C12orf77,0.0,-,0.0,-
NM_033549,TRIM41,26.0,6.32961692213,10.0,4.71075354256
NM_033018,CDK16,153.0,41.8518661895,124.0,73.2779722035
NM_001346401,PGAP2,9.0,3.65969485201,1.0,1.42907956027
NM_020156,C1GALT1,19.0,2.71655720162,13.0,10.6160195905
NM_001282692,FMO1,1.0,0.405707755053,1.0,0.553535472133
NM_001319228,CEP131,85.0,20.6760447017,75.0,20.5660896127
NM_001282690,SECISBP2,32.0,7.95979376831,25.0,9.4424570691
NM_001349558,CDH18,0.0,-,0.0,-
NM_001237,CCNA2,106.0,32.9815207377,67.0,45.9945791036
NM_001236,CBR3,13.0,10.4250839864,10.0,10.6923938322
NM_001282695,FAM107B,16.0,3.70210958217,2.0,4.5037658869
NM_001207067,BZW1,120.0,31.6315333942,96.0,67.9425253795
NM_004585,RARRES3,4.0,4.66272232997,3.0,5.40451906428
NM_001353230,FLCN,64.0,14.368509899,39.0,19.9874024015
NM_001353233,NOL4,0.0,-,0.0,-
NM_001320918,CDK1,39.0,18.0571548176,28.0,27.9293938221
NM_080651,MED30,52.0,47.0769274838,46.0,76.3878951543
NM_001320912,FXYD5,112.0,100.075663635,64.0,97.5584979808
NM_022104,PCIF1,19.0,6.2822273884,12.0,5.0595497623
NM_001282166,SUV39H1,30.0,8.96827669064,19.0,13.3201000523
NM_001320917,CHRM5,0.0,-,0.0,-
NM_022100,MRPS14,46.0,19.1236828428,21.0,48.3892985988
NM_021103,TMSB10,1342.0,2482.82708797,314.0,2074.13431645
NM_021102,SPINT2,0.0,-,0.0,-
NM_021101,CLDN1,0.0,-,0.0,-
NM_004589,SCO1,33.0,16.7774266277,23.0,22.6381344911
NM_021107,MRPS12,44.0,36.4315769793,30.0,64.1543629932
NM_080654,CCDC34,5.0,2.10317369247,2.0,2.58476998726
NM_021105,PLSCR1,28.0,11.2981348765,19.0,17.7044590037
NM_000076,CDKN1C,8.0,3.69635500769,6.0,5.62615549278
NM_021109,TMSB4X,40.0,56.7087850942,0.0,-
NM_033138,CALD1,143.0,24.3730174544,60.0,22.4621069422
NM_019098,CNGB3,0.0,-,0.0,-
NM_001261461,NFE2,0.0,-,0.0,-
NM_001322206,NRG1,14.0,1.83973460632,7.0,3.97847005688
NM_001322208,HTR1F,0.0,-,0.0,-
NM_019093,UGT1A3,0.0,-,0.0,-
NM_019090,MAP10,3.0,0.490419236814,3.0,0.850902333594
NM_019091,PLEKHA3,14.0,5.05647591676,7.0,6.91275694268
NM_019096,GTPBP2,51.0,15.0294209934,30.0,14.7884850018
NM_199173,BGLAP,0.0,-,0.0,-
NM_080659,C11orf52,4.0,3.12893208985,1.0,2.39716571399
NM_001141917,FAM205A,0.0,-,0.0,-
NM_001141919,XG,0.0,-,0.0,-
NM_001199864,BCL2L2-PABPN1,0.0,-,0.0,-
NM_018059,RADIL,0.0,-,0.0,-
NM_014326,DAPK2,3.0,1.01797448129,3.0,2.40362707711
NM_182488,USP12,1.0,0.198033676573,1.0,0.801209025702
NM_182489,STRA8,0.0,-,0.0,-
NM_013937,OR11A1,0.0,-,0.0,-
NM_013936,OR12D2,0.0,-,0.0,-
NM_001031677,RAB24,11.0,6.05132763829,7.0,10.1997050968
NM_182480,COQ6,24.0,13.3594853274,20.0,13.3895742583
NM_013938,OR10H3,0.0,-,0.0,-
NM_182487,OLFML2A,30.0,4.08370773442,13.0,5.91765869978
NM_017634,KCTD9,13.0,3.4086131705,3.0,2.28652729643
NM_017636,TRPM4,30.0,6.53134017778,26.0,6.36087428965
NM_017637,BNC2,40.0,2.75954091167,26.0,7.02587478356
NM_000074,CD40LG,1.0,0.486495169452,0.0,-
NM_017661,ZNF280D,1.0,0.179209333924,1.0,0.303314845444
NM_005654,NR2F1,17.0,4.0686194244,8.0,5.60846317991
NM_017633,FAM46A,25.0,3.97249485748,7.0,4.69692966083
NM_001013355,OR2G6,0.0,-,0.0,-
NM_001142798,C17orf49,13.0,12.8379771793,7.0,10.7810354391
NM_001321057,NLRP13,0.0,-,0.0,-
NM_017638,MED18,18.0,8.58824056763,13.0,18.4891441673
NM_001145525,RAI14,92.0,15.3691643679,63.0,19.0311570709
NM_004461,FARSA,165.0,79.4053057339,146.0,85.2618626447
NM_001002901,FCRLB,0.0,-,0.0,-
NM_004463,FGD1,15.0,3.12893208985,12.0,3.70788210231
NM_019891,ERO1B,9.0,1.58799185011,4.0,2.54058588492
NM_019896,POLE4,60.0,76.3263034756,17.0,42.8239434331
NM_004464,FGF5,36.0,5.95710581589,14.0,15.4701846821
NM_001947,DUSP7,19.0,5.24069510254,7.0,4.95414247559
NM_001946,DUSP6,493.0,129.493550304,314.0,244.335194346
NM_001949,E2F3,48.0,8.54537652008,19.0,12.1195760132
NM_001496,GFRA3,0.0,-,0.0,-
NM_001495,GFRA2,0.0,-,0.0,-
NM_001494,GDI2,196.0,72.4635765086,138.0,91.9737661387
NM_001493,GDI1,89.0,31.9892633853,77.0,51.0895942795
NM_001352120,ATF7IP2,0.0,-,0.0,-
NM_001491,GCNT2,0.0,-,0.0,-
NM_018235,CNDP2,61.0,10.7227448023,32.0,19.9830956999
NM_022034,CUZD1,6.0,2.34772877299,5.0,2.44447819519
NM_001013354,OR11H12,0.0,-,0.0,-
NM_001244892,CXorf51B,0.0,-,0.0,-
NM_001301132,BAHD1,80.0,15.1432077369,40.0,15.2435153095
NM_000542,SFTPB,0.0,-,0.0,-
NM_000015,NAT2,0.0,-,0.0,-
NM_001253854,SPAG6,0.0,-,0.0,-
NM_000017,ACADS,22.0,10.0762219842,17.0,12.2354124094
NM_182734,PLCB1,1.0,0.123733265659,1.0,0.253192971495
NM_000547,TPO,0.0,-,0.0,-
NM_006919,SERPINB3,0.0,-,0.0,-
NM_030931,DEFB126,0.0,-,0.0,-
NM_006915,RP2,32.0,7.45256219885,14.0,11.8560674629
NM_000549,TSHB,0.0,-,0.0,-
NM_030934,TRMT1L,14.0,2.83286567699,10.0,4.04970774571
NM_006912,RIT1,80.0,20.7202008854,42.0,56.7474501749
NM_006911,RLN1,0.0,-,0.0,-
NM_006910,RBBP6,24.0,3.13076294537,10.0,1.65782793383
NM_017946,FKBP14,14.0,2.45708306209,5.0,7.01057897489
NM_017947,MOCOS,6.0,1.76350490232,6.0,2.0061769305
NM_003897,IER3,8.0,5.75319771359,1.0,1.89330285691
NM_000359,TGM1,0.0,-,0.0,-
NM_203303,ZCCHC13,0.0,-,0.0,-
NM_003890,FCGBP,6.0,0.326447460258,6.0,0.329909598818
NM_203301,FBXO33,11.0,1.9050693536,5.0,2.67309845805
NM_019844,SLCO1B3,0.0,-,0.0,-
NM_001134316,PRR22,3.0,1.92186561553,2.0,1.40543048953
NM_153244,C10orf111,0.0,-,0.0,-
NM_003898,SYNJ2,86.0,10.3523387584,66.0,13.1051464284
NM_153240,NPHP3,15.0,2.4779890115,14.0,3.12658127686
NM_001099404,SCN5A,58.0,6.08199052742,46.0,6.77909431464
NM_004205,USP2,1.0,0.238881769517,0.0,-
NM_004204,PIGQ,50.0,14.9371129917,31.0,15.8328264684
NM_001345982,KLHL26,37.0,10.0287504217,26.0,12.7743177883
NM_019070,DDX49,189.0,91.7973458712,155.0,95.1932335185
NM_015670,SENP3,107.0,38.2585341138,87.0,44.9749977784
NM_001330182,RAB15,66.0,16.6917789592,13.0,23.1391085686
NM_001165877,ATP5MGL,0.0,-,0.0,-
NM_021072,HCN1,0.0,-,0.0,-
NM_004209,SYNGR3,8.0,3.47828628223,2.0,2.58476998726
NM_004208,AIFM1,32.0,12.5874991881,28.0,13.5553084023
NM_003614,GALR3,0.0,-,0.0,-
NM_001348257,OR52Z1,0.0,-,0.0,-
NM_198552,FAM89A,3.0,1.78587245448,3.0,4.82024673301
NM_198557,RBM43,2.0,0.455669721822,0.0,-
NM_001009565,CDKL4,0.0,-,0.0,-
NM_001014291,SPRR2G,0.0,-,0.0,-
NM_022817,PER2,49.0,6.88986701903,35.0,8.28319999899
NM_022818,MAP1LC3B,29.0,11.3027201585,1.0,2.35911546457
NM_022819,PLA2G2F,0.0,-,0.0,-
NM_001291438,OR8G2P,2.0,1.73999150362,2.0,1.94917081007
NM_054027,ANKH,12.0,1.3027693873,9.0,5.42644409091
NM_001161376,C6orf136,5.0,2.25302083276,4.0,2.39234244294
NM_001031734,FDX1L,39.0,41.1088418187,25.0,39.7391107668
NM_000078,CETP,0.0,-,0.0,-
NM_144674,TEKT5,0.0,-,0.0,-
NM_001194958,KCNJ18,0.0,-,0.0,-
NM_015407,ABHD14A,0.0,-,0.0,-
NM_001324321,MAST2,89.0,13.5644099229,89.0,16.0821403159
NM_054028,SLC35G5,0.0,-,0.0,-
NM_019113,FGF21,0.0,-,0.0,-
NM_019848,SLC10A3,14.0,5.77715827787,9.0,5.59672999334
NM_025176,NINL,16.0,2.85873178315,15.0,3.22395388867
NM_015157,PHLDB1,58.0,9.07072035166,50.0,10.7855061152
NM_020414,DDX24,135.0,40.8363847208,116.0,40.0939902676
NM_020415,RETN,0.0,-,0.0,-
NM_020412,CHMP1B,0.0,-,0.0,-
NM_020410,ATP13A1,73.0,16.8471615241,68.0,16.7741919505
NM_014951,ZNF365,6.0,1.27150044526,3.0,2.18565109217
NM_025179,PLXNA2,96.0,7.48121838488,73.0,11.4507356428
NM_016545,IER5,49.0,18.6573597928,21.0,19.0311570709
NM_016544,DNAJC27,10.0,1.78634945033,4.0,4.33939486913
NM_016547,SDF4,118.0,49.217018794,65.0,55.3614775209
NM_015154,MESD,62.0,12.9602039446,25.0,31.6221860144
NM_144981,IMMP1L,4.0,4.43654550053,1.0,1.77993142836
NM_144980,C6orf118,1.0,0.484907909519,1.0,0.632443720288
NM_144982,ZFC3H1,8.0,0.996642241527,6.0,0.896226779504
NM_024885,TAF7L,2.0,0.757321142765,1.0,0.642005504396
NM_024884,L2HGDH,15.0,2.19461602692,9.0,5.76559684659
NM_019112,ABCA7,10.0,1.30792849165,9.0,1.24603490304
NM_024886,C10orf95,1.0,0.607042645069,0.0,-
NM_024881,SLC35E1,101.0,17.6843334393,40.0,28.9292991275
NM_016548,GOLM1,88.0,25.4289101793,55.0,40.6683337548
NM_001351538,SLC38A11,0.0,-,0.0,-
NM_015896,ZMYND10,0.0,-,0.0,-
NM_145059,FUK,7.0,1.59770143825,3.0,0.821885387655
NM_015894,STMN3,229.0,83.6582354952,113.0,185.575060688
NM_015895,GMNN,51.0,35.8950496653,21.0,29.7248548535
NM_175857,KRTAP8-1,0.0,-,0.0,-
NM_015893,PRLH,0.0,-,0.0,-
NM_175854,PAN3,16.0,2.53336831138,8.0,2.67791485167
NM_017491,WDR1,304.0,83.9810025602,247.0,120.956163902
NM_001350204,DNM3,1.0,0.116339940718,1.0,0.341664998316
NM_175858,KRTAP11-1,0.0,-,0.0,-
NM_145054,CFAP52,0.0,-,0.0,-
NM_145055,C18orf25,32.0,5.22156645186,17.0,12.507983478
NM_001012994,SNX30,33.0,3.8689989883,9.0,6.10784688771
NM_145057,CDC42EP5,4.0,4.00334745502,1.0,1.99495670158
NM_002148,HOXD10,0.0,-,0.0,-
NM_014976,PDCD11,230.0,31.9671911611,211.0,33.5039763573
NM_001288708,DBNDD1,61.0,22.3577823189,27.0,50.4761686192
NM_001190462,C11orf97,0.0,-,0.0,-
NM_002140,HNRNPK,168.0,48.233505622,96.0,61.3674422783
NM_002141,HOXA4,3.0,1.54816952362,2.0,1.85201587872
NM_002143,HPCA,0.0,-,0.0,-
NM_002144,HOXB1,0.0,-,0.0,-
NM_014974,DIP2C,44.0,4.96920065941,30.0,5.72733234172
NM_002146,HOXB3,41.0,10.1054647512,28.0,19.2661096273
NM_002147,HOXB5,3.0,1.46910320528,3.0,3.30276165039
NM_001242932,LSP1,20.0,8.84668299212,7.0,4.44602529861
NM_001010971,SAMD13,2.0,1.13815653555,0.0,-
NM_007238,PXMP4,22.0,3.4273941655,6.0,8.37319855029
NM_001010977,METTL21C,0.0,-,0.0,-
NM_013328,PYCR2,62.0,31.2186504955,43.0,39.8183413926
NM_013326,RMC1,21.0,8.41269476987,21.0,9.48665580432
NM_001303513,PDZD4,41.0,9.0791088825,26.0,11.4665612195
NM_001010979,C1orf189,0.0,-,0.0,-
NM_001297760,ETNK2,38.0,12.4582112254,27.0,20.3182552163
NM_013320,HCFC2,27.0,4.19827941262,21.0,7.87165134835
NM_013321,SNX8,90.0,16.9390266156,41.0,26.1527692917
NM_001089584,C5orf49,2.0,0.747795090655,1.0,2.00843613875
NM_000332,ATXN1,38.0,3.18600362289,18.0,6.55695327651
NM_024086,METTL16,43.0,6.66522905633,17.0,8.97553343712
NM_012111,AHSA1,173.0,110.19428335,124.0,108.72808265
NM_024080,TRPM8,1.0,0.158645373707,0.0,-
NM_019110,ZKSCAN4,16.0,2.65944647338,7.0,3.81087882738
NM_024082,PRRG3,0.0,-,0.0,-
NM_005007,NFKBIL1,26.0,15.6341111165,19.0,14.7846136706
NM_001006109,HMCES,51.0,25.3647673876,36.0,30.143514781
NM_018119,POLR3E,66.0,15.7746482471,55.0,23.0587731586
NM_001205293,CACNA1E,0.0,-,0.0,-
NM_152692,C1GALT1C1,8.0,3.74683044372,8.0,7.45450905418
NM_001012662,SLC3A2,186.0,70.7613865541,172.0,80.8967568799
NM_003099,SNX1,56.0,6.00574337389,29.0,16.4822330928
NM_003098,SNTA1,39.0,14.8624274268,28.0,16.4485362826
NM_001243657,NUDT7,1.0,0.735763733998,0.0,-
NM_003095,SNRPF,44.0,49.4789513325,21.0,71.7496496465
NM_001331164,L3HYPDH,23.0,4.93150994204,13.0,11.4326364821
NM_001160354,LY6K,4.0,1.82267888729,2.0,4.91319914934
NM_145637,APOL2,26.0,8.6319384906,13.0,11.4326364821
NM_003091,SNRPB,452.0,349.582854999,320.0,409.99799798
NM_003090,SNRPA1,10.0,8.21128587114,5.0,5.80563571358
NM_003093,SNRPC,83.0,60.8174926749,45.0,83.6011542756
NM_003092,SNRPB2,43.0,22.8108642243,27.0,35.5119947365
NM_017919,STX17,15.0,1.9363324673,6.0,5.88610987199
NM_002858,ABCD3,29.0,7.15172116222,21.0,9.45790836249
NM_032382,COG8,39.0,13.939110292,37.0,17.9415926522
NM_001104587,SLFN11,40.0,6.76077062628,24.0,7.90905228919
NM_017918,MCUB,72.0,50.3969281661,53.0,46.7482880486
NM_002852,PTX3,3.0,1.38041121611,2.0,1.55627512322
NM_002853,RAD1,24.0,4.57110113083,15.0,15.7552234206
NM_002850,PTPRS,372.0,45.1516782585,333.0,50.7869505707
NM_002851,PTPRZ1,0.0,-,0.0,-
NM_001166215,S1PR5,1.0,0.362940840702,1.0,0.744983830916
NM_002857,PEX19,93.0,22.6035282206,29.0,28.7340263584
NM_002854,PVALB,0.0,-,0.0,-
NM_002855,NECTIN1,77.0,12.5300026846,36.0,20.6582002843
NM_024558,VCPKMT,29.0,14.4958653153,12.0,15.5086199236
NM_030811,MRPS26,60.0,51.4963799195,38.0,54.8322565259
NM_001005356,POTEG,0.0,-,0.0,-
NM_001098784,FAM89B,43.0,26.2997686976,19.0,36.4369188527
NM_024552,CERS4,17.0,8.34783919345,12.0,9.03033565171
NM_024551,ADIPOR2,69.0,15.5183983725,28.0,21.5063549328
NM_080387,CLEC4D,0.0,-,0.0,-
NM_024556,FAM118B,19.0,8.10677859642,11.0,9.28901714173
NM_080476,PIGU,32.0,15.5763431547,22.0,14.998779972
NM_080826,ISM1,1.0,0.344037671916,1.0,0.639244190399
NM_001289079,DCLRE1C,12.0,1.58509076393,3.0,1.55627512322
NM_001256530,TSPO,96.0,79.5609497938,55.0,96.1686480556
NM_001288805,ZNF707,26.0,7.92391892883,17.0,13.583939046
NM_153705,KDELC2,93.0,19.2373799678,49.0,28.671611965
NM_003240,LEFTY2,0.0,-,0.0,-
NM_001098783,RPP14,0.0,-,0.0,-
NM_003241,TGM4,0.0,-,0.0,-
NM_001085377,MCC,46.0,4.72638549348,32.0,9.32544465993
NM_080822,OVCA2,0.0,-,0.0,-
NM_001085372,UQCC3,17.0,7.77419280785,7.0,22.1355302101
NM_017913,CDC37L1,6.0,1.52218317884,3.0,2.63830072665
NM_001144967,NEDD4L,29.0,3.04888277795,19.0,5.78660084239
NM_017912,HERC6,6.0,1.37579683045,5.0,1.45282770545
NM_032193,RNASEH2C,42.0,13.4482287668,22.0,39.6331398047
NM_001004717,OR4L1,0.0,-,0.0,-
NM_003245,TGM3,0.0,-,0.0,-
NM_015085,RAP1GAP2,67.0,8.96697557491,26.0,10.5724517947
NM_005499,UBA2,188.0,62.9073851309,157.0,72.8050267083
NM_014562,OTX1,14.0,4.37130218434,6.0,5.02391913017
NM_147188,FBXO22,23.0,5.8903359704,14.0,10.300692276
NM_147189,FAM110B,3.0,0.612462668685,1.0,0.801209025702
NM_019055,ROBO4,5.0,1.16203498255,4.0,1.17955773228
NM_014566,OR1D5,0.0,-,0.0,-
NM_005493,RANBP9,76.0,21.7708541812,63.0,25.6529569284
NM_005492,CST8,0.0,-,0.0,-
NM_005491,MAMLD1,3.0,0.580689589064,2.0,0.767093028478
NM_005490,SH2D3A,0.0,-,0.0,-
NM_147180,PPP3R2,0.0,-,0.0,-
NM_176825,SULT1C2,0.0,-,0.0,-
NM_080861,SPSB3,39.0,22.5246633281,35.0,29.2238741538
NM_003638,ITGA8,0.0,-,0.0,-
NM_080863,ASB16,0.0,-,0.0,-
NM_178466,BPIFA3,0.0,-,0.0,-
NM_080865,GPR62,0.0,-,0.0,-
NM_178460,SIRPD,0.0,-,0.0,-
NM_178463,MIR1-1HG,0.0,-,0.0,-
NM_000910,NPY2R,0.0,-,0.0,-
NM_080869,WFDC12,0.0,-,0.0,-
NM_003630,PEX3,15.0,4.82546345025,10.0,7.94782215335
NM_000337,SGCD,50.0,4.55483525184,17.0,17.3650354814
NM_003632,CNTNAP1,52.0,8.50215870398,42.0,9.01403540685
NM_003635,NDST2,19.0,4.24003184848,14.0,4.70755619852
NM_003634,NIPSNAP1,45.0,17.9465805243,22.0,22.9455019922
NM_003637,ITGA10,19.0,3.21563242864,12.0,3.05392344386
NM_015080,NRXN2,24.0,3.2314503238,24.0,4.16460313184
NM_001271706,IZUMO3,0.0,-,0.0,-
NM_018440,PAG1,107.0,8.88176338824,30.0,20.5945876583
NM_018441,PECR,15.0,7.13777197657,12.0,11.7334953369
NM_001145304,IQCN,1.0,0.202485387286,0.0,-
NM_018447,EMC3,49.0,16.5388102327,30.0,34.0360933437
NM_018112,TMEM38B,60.0,15.1015350653,36.0,36.6470813263
NM_024660,IGFLR1,3.0,1.62727307592,3.0,2.50490349889
NM_001197242,TSPY1,0.0,-,0.0,-
NM_007235,XPOT,52.0,7.22623867407,35.0,10.8034259592
NM_207103,SCIMP,0.0,-,0.0,-
NM_018449,UBAP2,58.0,12.0731203187,49.0,13.0046239984
NM_004494,HDGF,439.0,164.003493264,156.0,192.409848844
NM_001002758,PRY2,0.0,-,0.0,-
NM_001042413,GLIS3,38.0,4.42958621347,26.0,8.30124840163
NM_181746,CERS2,131.0,45.9192922855,64.0,49.9315147146
NM_001115131,C6,0.0,-,0.0,-
NM_003679,KMO,0.0,-,0.0,-
NM_006273,CCL7,0.0,-,0.0,-
NM_007236,CHP1,91.0,25.1390501085,27.0,40.947504135
NM_001039905,C15orf56,0.0,-,0.0,-
NM_001204366,MGST2,4.0,2.79106618343,3.0,6.02530841626
NM_001005173,OR52L1,0.0,-,0.0,-
NM_001204199,SRP19,19.0,8.61370984571,13.0,37.884618931
NM_005679,TAF1C,18.0,4.06777030434,14.0,4.78330997643
NM_014302,SEC61G,74.0,141.607677628,35.0,150.778249257
NM_001005174,OR52N2,0.0,-,0.0,-
NM_005675,DGCR6,19.0,13.9564804502,15.0,20.1752408508
NM_005674,ZNF239,3.0,1.12028347438,3.0,1.94280097082
NM_001291986,BRD2,254.0,46.234618082,137.0,59.711218694
NM_005672,PSCA,0.0,-,0.0,-
NM_001256394,NOL8,14.0,2.8226179151,10.0,2.70225953214
NM_005670,EPM2A,1.0,0.25735805068,0.0,-
NM_001013398,IGFBP3,92.0,31.1822878737,33.0,32.9167855761
NM_173799,TIGIT,0.0,-,0.0,-
NM_001159377,MTHFSD,23.0,6.7512013986,12.0,9.28901714173
NM_001005178,OR52W1,0.0,-,0.0,-
NM_144614,MBD3L2,0.0,-,0.0,-
NM_001352913,PPP2R5C,57.0,11.1590563775,35.0,17.9374124116
NM_001171873,UGT3A1,0.0,-,0.0,-
NM_001352910,ARSG,9.0,2.38363849434,4.0,2.5735805068
NM_001781,CD69,0.0,-,0.0,-
NM_001171876,MCF2,0.0,-,0.0,-
NM_207577,MAP6,0.0,-,0.0,-
NM_001270616,PROX1,5.0,0.524556262121,3.0,1.20832743307
NM_001318539,BEND6,1.0,0.244313875508,0.0,-
NM_001358661,C17orf113,0.0,-,0.0,-
NM_001358664,GSTT4,0.0,-,0.0,-
NM_001079537,TRAPPC6B,27.0,7.18505891715,2.0,3.73897545327
NM_001204502,FLT3LG,5.0,4.02775811023,5.0,6.29763874016
NM_152539,C3orf30,0.0,-,0.0,-
NM_001079530,CFC1B,0.0,-,0.0,-
NM_152536,FGD5,0.0,-,0.0,-
NM_152534,NEK10,0.0,-,0.0,-
NM_152533,C3orf22,0.0,-,0.0,-
NM_152531,XXYLT1,50.0,16.3863587947,30.0,22.6331382134
NM_001031738,TMEM150A,10.0,5.73838896786,7.0,7.6497788226
