AccNum	GeneName	cdReads0	cdRPKM0	cdReads1	cdRPKM1	cdReads2	cdRPKM2	cdReads3	cdRPKM3	cdReads4	cdRPKM4	cdReads5	cdRPKM5
NM_017434	DUOX1	19.0	0.706885139237	13.0	0.489115920145	18.0	0.640570707709	13.0	0.7395723024699999	10.0	0.347908695946	7.0	0.391870749415
NM_001286645	ADD1	1223.0	106.512332718	1235.0	108.771118049	1066.0	88.80347554020001	385.0	51.2715213101	303.0	24.6766443018	292.0	38.2653638662
NM_004958	MTOR	718.0	16.2581539425	689.0	15.7775369127	699.0	15.1399096104	270.0	9.34872934018	227.0	4.806651969280001	245.0	8.34761533656
NM_001042465	PSAP	4204.0	459.74366373099997	3967.0	438.721018545	4191.0	438.399474904	1761.0	294.47907224	1036.0	105.94557779700001	899.0	147.932056109
NM_001286646	SLC45A4	34.0	2.42670711257	44.0	3.1758817110299997	42.0	2.8673919112299995	34.0	3.71073036576	18.0	1.2013816229899998	18.0	1.9331275394099998
NM_001042463	TMEM80	25.0	6.65222978472	22.0	5.9200191341499995	18.0	4.58140893255	15.0	6.103241120700001	1.0	0.248826864566	10.0	4.00384070502
NM_001286643	MTERF3	155.0	24.723508155700003	162.0	26.1316364442	143.0	21.817940544200003	54.0	13.1708617776	52.0	7.75624955736	45.0	10.8004156034
NM_001142641	FBRSL1	142.0	7.8386924889600005	122.0	6.810646035	246.0	12.989418506400002	158.0	13.3368849627	132.0	6.81395478837	124.0	10.299746241900001
NM_001300842	SLC10A7	44.0	7.076934817210001	46.0	7.482100658019999	48.0	7.384703720439999	12.0	2.95131659764	12.0	1.80486115691	13.0	3.14619348993
NM_004952	EFNA3	21.0	5.07350813874	20.0	4.88643648577	21.0	4.85297082884	6.0	2.21657459949	8.0	1.8073783970200001	11.0	3.99881496355
NM_001300846	TLE2	9.0	0.697546564808	4.0	0.313519012107	12.0	0.889633770348	7.0	0.8296038713510001	2.0	0.144954173452	5.0	0.5831096865690001
NM_004956	ETV1	801.0	96.7590480745	786.0	96.0184769455	660.0	76.2609701674	277.0	51.165930338100004	215.0	24.286647209899996	216.0	39.261092369400004
NM_013393	MRM2	234.0	54.7023358718	242.0	57.2108731709	220.0	49.193986153900006	122.0	43.610581762399995	87.0	19.0186331018	80.0	28.1403541049
NM_001039380	C10orf25	13.0	6.102744787869999	6.0	2.84843492707	13.0	5.83746820178	9.0	6.460504015569999	8.0	3.5118978608699996	6.0	4.23821186824
NM_194071	CREB3L2	379.0	42.0037876533	364.0	40.79658623	374.0	39.6478978618	237.0	40.1642466534	145.0	15.027518797599999	91.0	15.1754016127
NM_175748	UBR7	752.0	101.928400487	763.0	104.58637303200001	772.0	100.090760305	311.0	64.4584402994	210.0	26.6174653011	162.0	33.0401446348
NM_022662	ANAPC1	120.0	3.56244860862	87.0	2.61191963621	126.0	3.5779743797199997	53.0	2.4059426265400004	33.0	0.916117828873	29.0	1.2954328820899998
NM_175744	RHOC	1298.0	386.33133083300004	1199.0	360.892300464	1154.0	328.541598532	503.0	228.926072703	314.0	87.3946644217	316.0	141.52132207399998
NM_016453	NCKIPSD	166.0	13.2573511095	193.0	15.5875972185	204.0	15.5839719246	133.0	16.2421062227	72.0	5.37713821851	70.0	8.41194195148
NM_006003	UQCRFS1	377.0	79.1581478484	339.0	71.9825400934	360.0	72.3029627901	123.0	39.4912990916	78.0	15.3150673078	82.0	25.9070332746
NM_007018	CNTRL	362.0	8.98640169404	390.0	9.7907296827	344.0	8.16836280685	159.0	6.035543949199999	212.0	4.92133752257	244.0	9.11415983015
NM_006005	WFS1	219.0	14.1923194639	224.0	14.680149478199999	275.0	17.0467376263	204.0	20.2153593664	125.0	7.5751163876100005	102.0	9.94624132041
NM_006559	KHDRBS1	3058.0	397.68707693	3071.0	403.884335701	3455.0	429.785113369	1367.0	271.840742163	928.0	112.85531234	791.0	154.785415652
NM_006558	KHDRBS3	13.0	2.16322077495	10.0	1.6827929684399998	10.0	1.59168385905	7.0	1.7811379946900001	2.0	0.311212850783	5.0	1.2519213731799999
NM_003076	SMARCD1	622.0	69.60295061720001	565.0	63.9379797342	640.0	68.5040991121	267.0	45.686781303900005	235.0	24.590941780100003	219.0	36.874907330300005
NM_006555	YKT6	716.0	207.75281328900002	741.0	217.43291839	803.0	222.86853375400003	349.0	154.846485693	240.0	65.12011611359999	227.0	99.1081353208
NM_003074	SMARCC1	1163.0	60.717174792	1190.0	62.827821018	950.0	47.4411016399	376.0	30.0166154021	458.0	22.3597710323	404.0	31.736772778200002
NM_003071	HLTF	440.0	25.1546494988	419.0	24.2243879268	416.0	22.7487869725	172.0	15.036130137899999	115.0	6.1479944606400005	83.0	7.139918310700001
NM_003070	SMARCA2	54.0	1.9597945598299997	39.0	1.43137883356	47.0	1.63160100926	8.0	0.443965077961	12.0	0.40725654011999995	17.0	0.9283575336769999
NM_001127244	LRRC8A	337.0	23.9936331406	318.0	22.8963591734	675.0	45.9694391969	417.0	45.3987822254	324.0	21.571540313099998	266.0	28.496879553000003
NM_006426	DPYSL4	477.0	48.0674103167	479.0	48.8136243742	453.0	43.664638305100006	204.0	31.434354616799997	138.0	13.0041348801	108.0	16.3759181087
NM_005003	NDUFAB1	614.0	225.81650753	645.0	239.89446384200002	602.0	211.77911341	236.0	132.721521985	154.0	52.963669809399995	137.0	75.8154014773
NM_001297549	UPF1	1824.0	93.2037439515	1786.0	92.29181237600001	2289.0	111.880303595	1543.0	120.56367715	1145.0	54.7121831013	762.0	58.5885907909
NM_001204818	ZNF587B	5.0	0.716393976816	4.0	0.579582292854	7.0	0.959354861945	3.0	0.657272120691	2.0	0.26796739261	1.0	0.215591422578
NM_001005386	ACTR2	1244.0	179.575612592	1269.0	185.251526026	935.0	129.103467413	313.0	69.0897066932	271.0	36.5819035614	248.0	53.8676728453
NM_016024	RBMX2	98.0	17.5190487433	80.0	14.462641735	84.0	14.3635916792	40.0	10.9341863628	22.0	3.67770728	29.0	7.800671689369999
NM_001348721	ZNF439	16.0	1.8970465554400002	17.0	2.03835641085	12.0	1.36093872466	10.0	1.8130093404400003	11.0	1.21960929306	5.0	0.892026111898
NM_005926	MFAP1	552.0	72.4391538666	518.0	68.74438747859999	394.0	49.457234964099996	201.0	40.3341012063	165.0	20.2482861041	122.0	24.090381551
NM_152400	FAM241A	75.0	32.5609142094	90.0	39.5140033117	82.0	34.052460545500004	31.0	20.5797007614	13.0	5.27774875896	18.0	11.7586479653
NM_005923	MAP3K5	161.0	6.760987694219999	167.0	7.0920850711500005	135.0	5.42272220926	77.0	4.94443907325	84.0	3.2986298816799997	69.0	4.3599641364499995
NM_032138	KBTBD7	29.0	2.44452449841	23.0	1.96063805564	19.0	1.53196666901	10.0	1.28895700554	5.0	0.394127223437	10.0	1.26836997517
NM_005920	MEF2D	307.0	33.9589958642	299.0	33.4472833055	534.0	56.501117953000005	258.0	43.6393432163	196.0	20.2741459842	151.0	25.132921145799997
NM_032134	QRICH2	5.0	0.17350166626	9.0	0.315827069739	11.0	0.365111615986	6.0	0.31836618346	7.0	0.227144235142	11.0	0.574349024211
NM_032132	HORMAD1	41.0	5.993406419709999	37.0	5.46971618275	42.0	5.872709003	18.0	4.02350376666	7.0	0.956881031078	7.0	1.53970481795
NM_005929	MELTF	141.0	11.0169566832	113.0	8.92882206842	141.0	10.538067141	70.0	8.36339491416	50.0	3.65327669898	38.0	4.46761440508
NM_032131	ARMC2	19.0	1.2639236591	22.0	1.48000478354	25.0	1.5907669904700001	13.0	1.32236890949	7.0	0.43544701299099997	7.0	0.700672123378
NM_001286259	ADAT2	10.0	3.9821623814699993	12.0	4.83251718662	17.0	6.47540902383	6.0	3.65352640881	7.0	2.60667591225	9.0	5.39275923924
NM_001278549	PDK1	50.0	6.317434850260001	37.0	4.72765403104	48.0	5.80111298827	16.0	3.09124043342	4.0	0.472607699001	6.0	1.1407003496600001
NM_203446	SYNJ1	65.0	2.7780814541400005	73.0	3.15520567607	52.0	2.12585814602	24.0	1.5685013450100003	35.0	1.39884532671	33.0	2.12224302654
NM_001278542	DIXDC1	36.0	9.491729512000001	49.0	13.065081663199999	32.0	8.0703459228	16.0	6.450670676130001	18.0	4.43798051596	17.0	6.74436911452
NM_032116	KATNAL1	86.0	10.113557005499999	73.0	8.681635169789999	46.0	5.17443131532	23.0	4.1359506359	17.0	1.8694955262400001	17.0	3.0081809288800003
NM_015059	TLN2	327.0	7.42486155397	322.0	7.393833642789999	333.0	7.232428690419999	110.0	3.8192257321099996	149.0	3.16371176249	159.0	5.43234431165
NM_001039569	AP1S3	34.0	12.6658455101	18.0	6.78111282639	26.0	9.2646269525	6.0	3.41781502759	9.0	3.13521849353	9.0	5.0448392883199995
NM_006425	SLU7	414.0	40.7238854787	412.0	40.984465748000005	328.0	30.8618552133	181.0	27.2250995455	192.0	17.6611967381	173.0	25.606164209
NM_001145855	SH3BP2	98.0	9.59093685436	99.0	9.79813336355	110.0	10.2973852373	55.0	8.23075511589	50.0	4.575883865330001	42.0	6.18491596365
NM_148887	MRPL10	352.0	74.7241058641	420.0	90.16553206649999	435.0	88.3296765091	192.0	62.3248622679	153.0	30.3724291561	141.0	45.0387919307
NM_001040619	ATF3	91.0	38.635759281999995	112.0	48.088283768800004	67.0	27.2096014994	17.0	11.0366943599	20.0	7.94050435454	14.0	8.94387357488
NM_001077394	DPH5	318.0	64.20192566770001	298.0	60.8429684248	246.0	47.506754397399995	102.0	31.4893097822	85.0	16.047592716500002	95.0	28.859851795100003
NM_001040613	TMEM70	121.0	64.69170276199999	121.0	65.42169293149999	126.0	64.43666822729999	79.0	64.5851003285	44.0	21.9981379896	31.0	24.938737428400003
NM_001145860	POP1	268.0	15.097251721400001	242.0	13.786425047	237.0	12.770584281400001	107.0	9.21698572889	107.0	5.63659606669	76.0	6.44208203972
NM_079420	MYL1	218.0	64.5518732709	187.0	55.9973091945	130.0	36.820953272800004	32.0	14.4891987495	19.0	5.261093141569999	38.0	16.9311130531
NM_002653	PITX1	79.0	14.4811651047	80.0	14.829946921900001	120.0	21.0405447273	81.0	22.704056969	40.0	6.856562490269999	46.0	12.687726323
NM_002655	PLAG1	61.0	7.030384483860001	56.0	6.52695268719	46.0	5.071149253130001	22.0	3.8771620905199997	15.0	1.61662962907	20.0	3.46839693808
NM_002657	PLAGL2	90.0	10.456180901	81.0	9.51675291027	99.0	11.0018341268	58.0	10.3038756197	42.0	4.56299405162	30.0	5.24446740235
NM_002659	PLAUR	837.0	143.83783852	793.0	137.814233309	903.0	148.43446788100002	404.0	106.162488605	258.0	41.4607763083	235.0	60.7666240334
NM_013437	LRP12	224.0	15.039608622100001	219.0	14.869823959400001	179.0	11.4958441322	80.0	8.213353942280001	50.0	3.1392691634200003	33.0	3.33389573124
NM_013432	TONSL	283.0	11.8497486094	250.0	10.5860978979	283.0	11.3346589299	154.0	9.860193945939999	126.0	4.9335925532800005	118.0	7.434542791339999
NM_015163	TRIM9	144.0	11.6944515507	173.0	14.2081216158	112.0	8.700309634069999	55.0	6.83002182612	61.0	4.63251927744	62.0	7.5763252947
NM_001159767	BZW2	764.0	105.034273481	710.0	98.7118341989	809.0	106.386254277	394.0	82.827763387	236.0	30.3402890194	209.0	43.2348065463
NM_015055	SWAP70	315.0	31.038441429000002	282.0	28.100345244699998	214.0	20.169839591400002	90.0	13.5604435822	104.0	9.58280662036	101.0	14.974774186300001
NM_013438	UBQLN1	1341.0	131.239248181	1268.0	125.49528388899999	1506.0	140.980565158	574.0	85.8991533913	381.0	34.8682350538	345.0	50.8046668442
NM_001006634	ARHGAP17	380.0	24.8772275759	346.0	22.9069715847	377.0	23.6079921494	174.0	17.4184564048	135.0	8.26460657309	141.0	13.8895140648
NM_001193379	UCKL1	230.0	24.8698718019	211.0	23.072856324099998	204.0	21.099647381	128.0	21.1639981734	111.0	11.223769076400002	151.0	24.568136401
NM_015459	ATL3	717.0	76.3847808099	760.0	81.8793656159	715.0	72.8606501569	274.0	44.6354871531	197.0	19.62564508	177.0	28.3733427378
NM_015104	ATG2A	153.0	4.55617702078	148.0	4.45701473375	197.0	5.61144491599	111.0	5.0544531158499995	69.0	1.9214464379299998	71.0	3.18139111615
NM_015457	ZDHHC5	92.0	7.41928019118	85.0	6.932119916789999	143.0	11.0308582081	79.0	9.74188664173	49.0	3.6952179482300003	31.0	3.76170899758
NM_173674	DCBLD1	52.0	5.560278584500001	49.0	5.29861645231	42.0	4.295777881819999	17.0	2.77961191287	14.0	1.39988150843	9.0	1.4480557216499998
NM_015107	PHF8	281.0	15.829581095899998	235.0	13.3876441572	240.0	12.932237247	126.0	10.853646746199999	100.0	5.2678467913	62.0	5.25538271661
NM_015100	POGZ	792.0	32.4104555555	712.0	29.465454426300003	988.0	38.6737439761	448.0	28.033672988000003	317.0	12.1307946043	257.0	15.824960473299999
NM_015453	THUMPD3	181.0	20.573199153900003	193.0	22.184710214499997	152.0	16.5259396579	66.0	11.471209885899999	62.0	6.5899933777	46.0	7.86738935383
NM_015450	POT1	63.0	5.728669819639999	80.0	7.356587843150001	69.0	6.001525454689999	22.0	3.05898930291	25.0	2.12580431539	24.0	3.28377990421
NM_015103	PLXND1	333.0	9.98331830682	357.0	10.823609041400001	493.0	14.137640158499998	359.0	16.457625234600002	282.0	7.90587287137	231.0	10.4205879034
NM_001015049	BAG5	247.0	29.165878464699997	234.0	27.942622382800003	195.0	22.024803338	73.0	13.180837436	50.0	5.52100507268	50.0	8.88377743342
NM_014606	HERC3	72.0	3.95563989178	90.0	5.0003448529500005	67.0	3.5209379675699997	25.0	2.10022728067	20.0	1.0275057965899999	13.0	1.0746750360500001
NM_019593	GPCPD1	61.0	5.233614600909999	41.0	3.55736932571	58.0	4.75991520762	35.0	4.59178962969	38.0	3.04877611473	35.0	4.5184502458499995
NM_019592	RNF20	792.0	46.8556893328	709.0	42.418624434	621.0	35.1421290713	255.0	23.0685005064	246.0	13.6095037749	269.0	23.9463312986
NM_019590	KIAA1217	100.0	2.97023428659	80.0	2.4030006586400003	67.0	1.9035523682700002	41.0	1.8621583076400003	57.0	1.5831993250100003	49.0	2.1899608136
NM_138465	GLI4	66.0	10.1085660453	58.0	8.98352553923	43.0	6.299606063910001	25.0	5.855010270529999	24.0	3.43737482934	11.0	2.53505776204
NM_001166263	MTIF3	38.0	7.86441387882	27.0	5.6509273553199995	30.0	5.93886343109	13.0	4.11403660729	4.0	0.774128023095	10.0	3.1140983261199997
NM_052920	KLHL29	19.0	1.2523809772799999	27.0	1.7997816576900003	58.0	3.6568754962699996	32.0	3.22533533806	25.0	1.54096545693	23.0	2.2811836710900004
NM_138467	TYW3	128.0	28.426513	147.0	33.0144563567	139.0	29.5275721437	68.0	23.092160507	35.0	7.26861552454	32.0	10.6933345599
NM_052925	LENG8	519.0	37.4129375802	497.0	36.2313099307	461.0	31.7873772636	260.0	28.659580859800002	236.0	15.908765778	353.0	38.2894134638
NM_052924	RHPN1	11.0	0.9465795824809999	10.0	0.870237198286	8.0	0.658496928872	9.0	1.18426526664	10.0	0.804700888388	7.0	0.9063836111650001
NM_001100	ACTA1	33.0	5.0409119035300005	33.0	5.0977942544	28.0	4.091217030309999	8.0	1.86864666412	11.0	1.57129557069	15.0	3.4477517182099997
NM_001256627	BRSK2	47.0	3.68228448165	28.0	2.21845542488	58.0	4.34657114617	29.0	3.47423757328	31.0	2.27117817902	27.0	3.1829718711900004
NM_052928	SMYD4	138.0	9.898517919660001	150.0	10.880667578599999	104.0	7.13548908143	53.0	5.813116035549999	32.0	2.14640217087	48.0	5.180621712230001
NM_175736	FMNL3	211.0	11.851581523499998	215.0	12.2125262073	238.0	12.787043111300001	117.0	10.0489746312	80.0	4.20197895804	109.0	9.21233892955
NM_006712	FASTK	80.0	8.39874247729	67.0	7.11331885879	69.0	6.92903393405	26.0	4.17387713976	33.0	3.2397257766500003	22.0	3.4753337319499997
NM_005885	MARCH6	726.0	46.0156129416	765.0	49.0346660196	627.0	38.0132893008	238.0	23.066812361500002	195.0	11.5577483799	165.0	15.7362806194
NM_001354211	ARSJ	6.0	0.72026637669	5.0	0.606994968867	10.0	1.14826257607	4.0	0.734249936628	4.0	0.44902644166999994	4.0	0.722522605396
NM_001354216	EHBP1	245.0	11.4919836395	204.0	9.67681142569	259.0	11.6205851718	105.0	7.53113181344	175.0	7.676035891060001	145.0	10.2340250027
NM_001170781	FAM122C	2.0	1.16649201073	4.0	2.35930973758	1.0	0.557893231405	1.0	0.891854089692	2.0	1.09081675982	1.0	0.8776095282709999
NM_001322096	CNOT7	96.0	27.039853829299997	86.0	24.496540372800002	156.0	42.0297710528	59.0	25.4113157946	54.0	14.223186336500001	36.0	15.2575627257
NM_033400	ZFHX2	95.0	2.13191942498	78.0	1.7701700149200001	56.0	1.20208320051	29.0	0.995146945786	18.0	0.377737167896	18.0	0.6078119624480001
NM_001130071	EPN1	229.0	19.9438464369	185.0	16.2936492623	406.0	33.8219616035	290.0	38.6201069609	230.0	18.7314461697	193.0	25.2918329663
NM_001099784	FBXL19	31.0	2.57551365535	33.0	2.77261327794	70.0	5.56287783257	24.0	3.04898606778	24.0	1.86459037505	22.0	2.7502641044200002
NM_021009	UBC	4424.0	372.372816978	4268.0	363.295868089	3713.0	298.94212719	1443.0	185.725363981	1208.0	95.0823308599	992.0	125.63888710299999
NM_014858	TMCC2	16.0	1.30121362324	10.0	0.82243543669	16.0	1.24465194161	24.0	2.98457086917	15.0	1.1407485129100001	29.0	3.54875627559
NM_001356	DDX3X	2130.0	185.50389917299998	2101.0	185.043011352	1760.0	146.61737049799999	576.0	76.70752279130001	452.0	36.8113637769	401.0	52.5493524326
NM_001357	DHX9	2776.0	126.11329675799999	2682.0	123.217781845	2740.0	119.06696927700001	1037.0	72.0380931629	803.0	34.1135562372	695.0	47.508987877799996
NM_018046	AGGF1	69.0	5.57224260512	76.0	6.20679946347	76.0	5.870753388940001	44.0	5.43344953105	34.0	2.56761483464	37.0	4.49606112176
NM_001190764	TMEM238	23.0	7.5031138656500005	16.0	5.27845568407	18.0	5.61675558398	14.0	6.98367100742	8.0	2.4404713948400003	4.0	1.96346538528
NM_014853	SGSM2	62.0	3.40300758645	30.0	1.6651972244799997	86.0	4.51511689371	59.0	4.9518248459	63.0	3.2335666021700002	56.0	4.62496884481
NM_014855	AP5Z1	146.0	10.4334625762	137.0	9.90077907511	225.0	15.380039269300001	140.0	15.298388221700002	97.0	6.482124594369999	82.0	8.81736899815
NM_001308326	CCDC58	91.0	40.1104065828	103.0	45.9119873932	120.0	50.593676252600005	37.0	24.937874278899997	24.0	9.89229244779	35.0	23.213106988200003
NM_001318944	VPS26A	262.0	47.1284575926	287.0	52.2079965528	262.0	45.0798586797	68.0	18.7039306287	58.0	9.75618354339	44.0	11.9092433182
NM_001320835	DENND4A	208.0	6.29465500132	170.0	5.20272312414	205.0	5.9341945133000005	59.0	2.73025143495	58.0	1.6413705018	56.0	2.55003523309
NM_022041	GAN	98.0	9.46263000681	101.0	9.86234868981	76.0	7.019379052000001	25.0	3.6912021270699995	20.0	1.80586721107	23.0	3.34166704996
NM_001320836	N4BP2L2	208.0	10.1609151798	210.0	10.37437594	153.0	7.14924600347	61.0	4.55660477805	45.0	2.05566356387	40.0	2.94021466324
NM_022047	DEF6	70.0	6.39540319176	66.0	6.09799439293	76.0	6.641754229580001	42.0	5.86760965972	33.0	2.81938160943	38.0	5.2239984894900005
NM_002357	MXD1	125.0	32.5120239478	139.0	36.5613302914	110.0	27.3669247298	68.0	27.0448726658	57.0	13.863691386600001	44.0	17.2201220953
NM_022045	MTBP	409.0	26.0952640921	404.0	26.067113885100003	342.0	20.8719878773	110.0	10.731813300299999	111.0	6.62264385282	93.0	8.928343565519999
NM_022044	SDF2L1	314.0	81.6702041569	338.0	88.9045297734	276.0	68.6661020492	156.0	62.044119645100004	81.0	19.7010351283	67.0	26.2215495542
NM_022049	GPR88	4.0	0.599910176949	2.0	0.30333982340300003	2.0	0.286916519008	2.0	0.458667817556	1.0	0.140247869119	3.0	0.677013064666
NM_021244	RRAGD	74.0	10.6555118088	77.0	11.212604818900001	66.0	9.090459785539998	22.0	4.8440354298	15.0	2.0197791625	12.0	2.60000029822
NM_021245	MYOZ1	19.0	3.65695245365	14.0	2.7250027469	3.0	0.552314299091	1.0	0.294311849598	2.0	0.359969530739	4.0	1.15844457732
NM_001142503	STARD8	42.0	2.1966819658700003	39.0	2.06279322844	59.0	2.95167967811	26.0	2.07937719825	26.0	1.27163149446	27.0	2.12486437416
NM_001142502	PPP1R13L	194.0	13.5124520857	167.0	11.7631085318	183.0	12.1922215602	125.0	13.3132621953	86.0	5.60145590655	62.0	6.497909872769999
NM_021242	MID1IP1	138.0	43.30601589850001	137.0	43.4773341994	99.0	29.716910657600003	52.0	24.952526379000002	52.0	15.2595779335	34.0	16.054530827
NM_001286198	C12orf43	62.0	16.1259638781	51.0	13.414588812	44.0	10.9467698919	26.0	10.3406866075	23.0	5.5941210858099994	16.0	6.2618625801
NM_021249	SNX6	427.0	84.727004759	427.0	85.68307606229999	396.0	75.1602963712	119.0	36.1062990744	105.0	19.482886973	112.0	33.4396372834
NM_012102	RERE	522.0	19.2348353959	469.0	17.4768842414	619.0	21.8176484453	345.0	19.4392319294	307.0	10.5785557693	308.0	17.0772621162
NM_012105	BACE2	11.0	1.22380520201	7.0	0.7875730482369999	12.0	1.2770272811399999	6.0	1.0207347384899998	1.0	0.10403743663	6.0	1.00443171444
NM_012104	BACE1	50.0	5.7511309294199995	45.0	5.23442474148	84.0	9.241912574439999	72.0	12.663617432899999	44.0	4.73266713721	36.0	6.2306780055
NM_012459	TIMM8B	374.0	218.134006007	348.0	205.25994716900001	392.0	218.69414671099997	154.0	137.34552981299998	113.0	61.6311469296	78.0	68.4535432052
NM_012458	TIMM13	1084.0	651.99612825	1096.0	666.652457724	1238.0	712.25531487	610.0	561.031963297	382.0	214.85681366	307.0	277.845691591
NM_012109	TMEM59L	45.0	7.57539636709	44.0	7.49063645545	50.0	8.05122884973	14.0	3.6038185665099998	12.0	1.8890529309900002	13.0	3.2929547022900003
NM_012456	TIMM10	346.0	219.544051295	342.0	219.454695316	333.0	202.11061714	138.0	133.895720587	93.0	55.1821423496	80.0	76.3809611418
NM_012454	TIAM2	41.0	1.3909491984600002	39.0	1.3380280400700002	47.0	1.52519224778	26.0	1.34878520968	22.0	0.6979432734659999	18.0	0.918860269906
NM_012453	TBL2	478.0	61.6079630937	435.0	56.69847871020001	462.0	56.9574120938	241.0	47.497202513299996	157.0	18.922505466300002	165.0	31.9994456346
NM_001134658	SLC35G1	64.0	10.0968488798	83.0	13.2421093673	68.0	10.2615771416	22.0	5.30726286161	23.0	3.3931554126999997	25.0	5.934654596919999
NM_003367	USF2	257.0	42.7652107048	260.0	43.7526171795	364.0	57.9372924695	199.0	50.635208706099995	223.0	34.7002328623	201.0	50.32723920189999
NM_174905	FAM98C	47.0	7.7538390370700006	43.0	7.17398682347	49.0	7.732400187280001	28.0	7.06348439036	23.0	3.54827108871	19.0	4.71652435051
NM_174902	LDLRAD3	176.0	29.3713248483	147.0	24.808551019499998	182.0	29.0523706458	80.0	20.4146947698	58.0	9.05125698679	60.0	15.066475716600001
NM_001014796	DDR2	849.0	57.269170557399995	733.0	50.002345130500004	929.0	59.941586898999994	380.0	39.1957369792	288.0	18.166686598	219.0	22.2283319888
NM_201286	USP51	72.0	5.83901337957	63.0	5.16678891617	48.0	3.72346718489	21.0	2.6041638377400003	17.0	1.28921671824	16.0	1.9524346808700002
NM_001014795	ILK	999.0	127.33689443	1035.0	133.41427829	1070.0	130.458344377	425.0	82.8361166088	315.0	37.546490789	255.0	48.9078422543
NM_006244	PPP2R5B	22.0	2.55082289094	23.0	2.69686158256	24.0	2.66175565827	9.0	1.59566665445	9.0	0.975821017064	14.0	2.44250362688
NM_206943	LTBP1	448.0	15.0221410163	408.0	13.8352553601	429.0	13.7597464756	241.0	12.3569957758	167.0	5.2364905604	142.0	7.16459625345
NM_003476	CSRP3	13.0	3.84942363542	8.0	2.39560681046	6.0	1.69942861259	2.0	0.905574921841	2.0	0.5537992780600001	3.0	1.33666681998
NM_182543	NSUN6	8.0	0.982831566491	14.0	1.7393634554700002	7.0	0.822595764604	4.0	0.751434509613	10.0	1.14883892789	11.0	2.03343994955
NM_006242	PPP1R3D	42.0	8.08378963439	45.0	8.75893740075	21.0	3.8662000936400003	15.0	4.4146777439800005	11.0	1.9798324190599998	7.0	2.02727801031
NM_001979	EPHX2	11.0	1.1423649277799999	8.0	0.840185841799	8.0	0.7946968332250001	6.0	0.952808146182	3.0	0.291342246102	3.0	0.4687950178
NM_001145031	PLAU	745.0	103.65616656799999	723.0	101.730309088	900.0	119.779004622	376.0	79.9960882764	202.0	26.282112726199998	206.0	43.1276354688
NM_004526	MCM2	2643.0	168.630276272	2484.0	160.274036858	2686.0	163.92444280200002	1507.0	147.025842214	1097.0	65.4508135725	822.0	78.9150366759
NM_001350217	SGIP1	33.0	2.28747262849	23.0	1.6122893975	21.0	1.3923889893099999	35.0	3.70981323023	35.0	2.26871552987	50.0	5.21508663258
NM_001242532	MFSD11	248.0	31.821902052800002	262.0	33.9976533185	291.0	35.7163246746	149.0	29.234977060100004	77.0	9.23921795564	64.0	12.3567421581
NM_004090	DUSP3	296.0	91.88946742620001	292.0	91.67059931969999	397.0	117.886439107	190.0	90.192341006	104.0	30.190992900700003	122.0	56.987999368100006
NM_004091	E2F2	164.0	21.6200505551	140.0	18.664402375999998	173.0	21.815153822600003	105.0	21.166263156	80.0	9.86217892436	63.0	12.4969192416
NM_004720	LPAR2	6.0	0.984227634057	13.0	2.156556557	9.0	1.41216724199	5.0	1.25416981363	4.0	0.613584427396	4.0	0.987310719305
NM_004721	MAP3K13	3.0	0.179135536292	2.0	0.120771284395	7.0	0.399813866974	1.0	0.0913066751598	4.0	0.223352345857	10.0	0.898483384683
NM_004724	ZW10	415.0	30.7213617058	445.0	33.313907208	387.0	27.403286378	140.0	15.847561132200001	97.0	6.71481624648	123.0	13.7008349048
NM_001174150	ARL13B	52.0	6.998952064400001	56.0	7.622385306010001	55.0	7.08095255245	21.0	4.32206212697	9.0	1.13277125058	12.0	2.4303033090599997
NM_001330312	CD9	61.0	22.0138914151	80.0	29.1964580025	89.0	30.722482886999998	36.0	19.8660498479	23.0	7.76184300656	18.0	9.77437612112
NM_001330314	SLC35F5	199.0	22.1824894821	197.0	22.2073445038	218.0	23.244115289899998	70.0	11.9315614702	56.0	5.83734374171	67.0	11.237806951800001
NM_001330640	DENND4C	140.0	4.12648781745	139.0	4.143244167790001	116.0	3.2704675188700003	35.0	1.57747545727	30.0	0.826882536154	37.0	1.64098198165
NM_001173464	KIF21A	23.0	0.792866360729	14.0	0.48806019347499996	16.0	0.527583808087	6.0	0.316275420464	4.0	0.128944309518	6.0	0.311223916294
NM_001199039	SERINC2	100.0	14.3993402821	70.0	10.1932771081	98.0	13.4979554391	36.0	7.926603430580001	19.0	2.55838693917	38.0	8.2333342777
NM_004181	UCHL1	2102.0	541.84074654	2052.0	534.920819832	2117.0	521.986326418	822.0	324.005812995	527.0	127.033890201	450.0	174.54243073400002
NM_001042517	DIAPH3	315.0	15.2332719241	272.0	13.302238821900001	286.0	13.22963899	100.0	7.39477009041	85.0	3.8438957428199996	83.0	6.039629391799999
NM_001243952	KIF2A	514.0	43.20095520979999	567.0	48.193280021599996	474.0	38.1072747845	159.0	20.434752875999997	126.0	9.90309189369	123.0	15.5555330797
NM_006830	UQCR11	742.0	751.6506151269999	755.0	773.4500277860001	918.0	889.516713273	341.0	528.2123195419999	227.0	215.034430205	179.0	272.844183342
